Date,Open,High,Low,Close,Adj Close,Volume
23-09-11,494,507.5,491.125,495.1499939,403.8728027,4564232
26-09-11,498,504,484.5,498.4750061,406.5848999,3388478
27-09-11,506.8999939,522.5,503,520.2750244,424.3662415,3964578
28-09-11,524.25,532.3499756,518.5,523.9500122,427.3638,4425190
29-09-11,521.625,534,517.8499756,530.7249756,432.889801,5380350
30-09-11,524.9500122,532,516.5499878,518.6500244,423.040741,2691018
03-10-11,510,524.9500122,507.6499939,521.6500244,425.487793,3949264
04-10-11,519.2000122,529.5,514.5499878,522.9749756,426.5684814,4718224
05-10-11,527.25,531.5,520.5,521.7750244,425.5897827,3415262
07-10-11,537.5499878,538.9000244,518.75,524.2750244,427.6289673,5085808
10-10-11,524,537,524,532.3499756,434.215332,3854814
11-10-11,537.5,539,517.25,520.4249878,424.488678,4476374
12-10-11,533,544.7000122,531,539.5250244,440.0676575,5871662
13-10-11,548.25,552.4749756,540.0499878,546.375,445.6548462,5408918
14-10-11,544.7000122,570.375,544.4500122,567.125,462.5796509,6710132
17-10-11,575.75,577,555.6500244,560.125,456.8700562,4358690
18-10-11,531,532.125,510.25,516.7750244,421.5115051,12006778
19-10-11,521.5,527.2000122,517.5999756,524.4749756,427.7919312,3827420
20-10-11,518,523.5,515.1500244,522.4500122,426.1402893,2245412
21-10-11,527.4500122,530,521.5,524.9249878,428.1589966,2461130
24-10-11,530,546.1500244,529.75,539.875,440.3531494,3271720
25-10-11,544.5,553.5,535.7249756,549.3250122,449.3094482,4158746
28-10-11,564.5,569.5499878,555.5,560.75,458.6543579,3259116
31-10-11,560,566,556,557.9000244,456.3232117,1778740
01-11-11,554,561.5,548.125,554.2249756,453.3174133,1458210
02-11-11,550.625,560.9249878,550,553.4249878,452.6628418,1550844
03-11-11,548.9000244,554.7000122,543.5,552.5,451.9064636,1891268
04-11-11,560.5,562.5,543.5999756,549.9000244,449.7797241,2716008
08-11-11,548,557.4000244,548,552.625,452.0085449,1692104
09-11-11,555,573,553.1500244,561.4749756,459.2472534,3921980
11-11-11,555,570.5,553.625,565.5,462.5395203,3629590
14-11-11,570,578,562.25,564.2000122,461.4760437,2329150
15-11-11,562.5250244,569.4749756,560,562.2000122,459.8402405,1468478
16-11-11,563,566.4000244,552.5999756,558.625,456.9164124,1871602
17-11-11,557.5,561.75,553.7999878,557.5750122,456.0574036,1391988
18-11-11,552.875,554.9000244,538.1500244,543.2999878,444.3815002,2789442
21-11-11,542.5,544.1500244,530.0499878,533.5999756,436.4476318,2871704
22-11-11,534.4500122,547.5,528.5,540.9249878,442.4389038,3723582
23-11-11,540.9749756,540.9749756,520.5,531.1500244,434.4434814,2355750
24-11-11,531,548.2000122,522.5,545.9000244,446.5080261,3766844
25-11-11,542.5,543.9500122,528.5499878,531.9500122,435.0978394,2140604
28-11-11,538.9749756,548,537,544.25,445.1585388,1504486
29-11-11,546.5,552.9500122,543.0999756,546.6500244,447.1216125,2554696
30-11-11,540.5750122,561.4749756,540.5750122,557.7750244,456.2210388,3481698
01-12-11,570,574.2750244,563.0999756,567.4000244,464.0935059,2481448
02-12-11,567.4249878,592.5,564.7999878,589,481.7606201,3968866
05-12-11,586.25,591.9500122,581.2750244,590.4749756,482.9672241,1530476
07-12-11,590,596.4500122,586.7999878,589.7750244,482.3948975,2637422
08-12-11,585,594.5,583.5750122,588.7999878,481.5971069,3326444
09-12-11,580.5,591.4000244,580.5,586.2000122,479.4705505,2763230
12-12-11,588,595,577.5499878,590.1749878,482.7219543,3172170
13-12-11,587.5,598.4500122,583.3250122,589.3499756,482.0470581,3274558
14-12-11,590.25,594.5,585,591.2249756,483.5806885,3346176
15-12-11,589.8499756,594.9500122,577.2999878,591.25,483.6010132,3669372
16-12-11,588.2750244,591.2750244,566.1500244,573.1500244,468.7966919,3550896
19-12-11,569.5,578.7000122,557.2000122,571.8250122,467.7130127,3667724
20-12-11,572.6749878,575.5499878,564.125,566.6749878,463.5005188,1809396
21-12-11,575,583,561.2249756,579.3499756,473.8677063,3116976
22-12-11,576,581.9249878,567.125,575.8499756,471.0050659,2086268
23-12-11,575.5,581,569.5499878,578.5750122,473.2338867,1578590
26-12-11,578.5750122,595.0999756,576.75,594.2000122,486.0141602,2229352
27-12-11,592.7000122,595,585,589.7249756,482.3537903,983902
28-12-11,589.3499756,591.7750244,582.9500122,584.5999756,478.1618652,1197910
29-12-11,581.75,589.0499878,579.75,582.8499756,476.7304688,1585728
30-12-11,589,591.25,578.25,580.3250122,474.6653137,1545410
02-01-12,580.5,592.9749756,576.5,589.2999878,482.0062866,2248542
03-01-12,591.625,604.9500122,590,598.7999878,489.7766724,2708884
04-01-12,602.4500122,602.5,584.6500244,586.5,479.7158813,2386770
05-01-12,586.4000244,592.5,583.6749878,586,479.3070984,2547312
06-01-12,583,594.1749878,578.4000244,584.7000122,478.2438049,2119728
09-01-12,585.5,589.8499756,582.625,585.6749878,479.0412292,1509028
10-01-12,587.5,592.75,579.25,582.7000122,476.6080017,3591790
11-01-12,585.7000122,587.5,566.5750122,568.5,464.9933472,5675380
12-01-12,550.5,557.5,534.3250122,544.75,445.5673828,9528684
13-01-12,548.5750122,551.6749878,536.5,542.875,444.033783,4019828
16-01-12,542,557,539.4500122,554.7000122,453.7059021,3047202
17-01-12,559.9500122,562.3499756,547,551.9749756,451.4769287,3704218
18-01-12,540,548.1500244,522.6500244,538.0750122,440.1077271,11665532
19-01-12,543.5,544.4500122,532.7000122,537.7750244,439.8624268,4163292
20-01-12,539.9749756,545.4749756,536.5,539.75,441.4776611,2572694
23-01-12,543,545.7249756,537.0750122,538.8499756,440.7417297,2130496
24-01-12,544,547.5,539,544.3499756,445.2402344,2641310
25-01-12,547.4500122,554.9749756,545.5250244,549,450.2845154,5845238
27-01-12,552.5,560.2750244,550.0499878,554.375,454.6929016,5209718
30-01-12,551.25,559.4749756,550.375,555.875,455.9230652,2595558
31-01-12,556.5,567.9500122,556.5,566.2000122,464.3918152,3538120
01-02-12,564.7000122,567.5,554.125,564.3499756,462.8743591,2288804
02-02-12,568,576.3250122,565.1500244,574,470.7893066,3386140
03-02-12,572.5,588,570.5,585.7750244,480.4469604,2777558
06-02-12,591.8499756,600.0250244,586.6749878,596.9249878,489.5920105,3427196
07-02-12,604.8499756,604.8499756,595.9500122,599,491.2939453,3407656
08-02-12,608.2000122,613.4249878,605.5,609.8250122,500.1726379,3627184
09-02-12,605.5499878,616,594,614.2999878,503.8426514,3038062
10-02-12,614,619,606,616.7000122,505.8112488,2324302
13-02-12,611.0999756,618.9749756,607,612.8499756,502.6535034,1631770
14-02-12,612.5,614.7750244,607.5,610,500.3159485,1826646
15-02-12,613.5750122,624.4000244,609.75,620.7999878,509.1739807,2167166
16-02-12,619,621,609,612.6749878,502.5100403,1886660
17-02-12,617.4249878,627,610.5,614.375,503.90448,4096568
21-02-12,611.7750244,620,602.375,618.5250244,507.3081055,2489504
22-02-12,617.5,633.4249878,614.5,626.1749878,513.5825806,3141826
23-02-12,624.5250244,637.4500122,622,629.9000244,516.6377563,4086880
24-02-12,629.5,640.4249878,628.625,635,520.8208008,2346400
27-02-12,639.5,639.9749756,622.7999878,626.0250244,513.4598389,1861370
28-02-12,627.625,630.2000122,609.5499878,613.2750244,503.0023193,3973490
29-02-12,620,620,606.125,610.9749756,501.1158752,3060216
01-03-12,611.5,613.4749756,605.0250244,609.7999878,500.1520386,1568594
02-03-12,613,613.5,603.5,608.625,499.1882935,2309232
05-03-12,607,611.2249756,600.5,603.6500244,495.1079102,1540878
06-03-12,601.5,610.6500244,594.5,601,492.9343567,1717722
07-03-12,597.5,603,593.2750244,596.4249878,489.1819153,1945666
09-03-12,613.5,613.5,601.4749756,604.2750244,495.6203003,2225758
12-03-12,607.9500122,609.4249878,591.5999756,594.5250244,487.6235962,2240278
13-03-12,595,607.4749756,595,598.5,490.8838806,2492464
14-03-12,605.0499878,607,575.5,577.2750244,473.4752502,8065314
15-03-12,579.5,585.4749756,572.5,581.8499756,477.2276611,4284236
16-03-12,584.9749756,590,579,584.7750244,479.6269531,2054724
19-03-12,584.7750244,584.7750244,555.9000244,561,460.1267395,5132864
20-03-12,564.5,572.5,560,567.4249878,465.3964539,3683204
21-03-12,568.4749756,589.9000244,568.2750244,587.875,482.1693726,4553242
22-03-12,587.3499756,594.8499756,580,583.875,478.8885498,3421694
23-03-12,587.5,595.9500122,582.4000244,592.3250122,485.8191223,3158436
26-03-12,588.5,592.5,577,580.7999878,476.3665466,3053384
27-03-12,586.5,589.8250122,575.9749756,587.375,481.7590637,1588246
28-03-12,587,587.3250122,577.2249756,582.5499878,477.8017578,2051096
29-03-12,575.5,582,566.2000122,570.5999756,468.0004272,2681214
30-03-12,572.75,587.875,572.75,584.4000244,479.3192444,2543342
02-04-12,585,599.5,585,597.125,489.756134,2326988
03-04-12,600.0999756,603.6749878,587.6500244,589,483.0917969,2269154
04-04-12,584.5,594.9000244,583.5,589.2249756,483.2766113,2165054
09-04-12,585,594,579.125,582.0499878,477.3916931,1576628
10-04-12,583.1500244,587.8250122,576.125,578.0999756,474.1520691,1532992
11-04-12,574.8499756,577.5,567.5999756,569.0499878,466.729248,1781586
12-04-12,570.125,574,564.5499878,565.8250122,464.084198,2114686
13-04-12,545.6749878,552.3499756,530.625,534.1749878,438.1251221,8994680
16-04-12,532.625,537.1500244,526.6500244,534.875,438.6992188,5016110
17-04-12,542.5,547.4749756,536.9000244,545.4249878,447.3522644,2473664
18-04-12,550,557.3499756,546.9249878,548.7750244,450.099823,2882264
19-04-12,550.4500122,553.4000244,545.5499878,551.4749756,452.3143616,1767416
20-04-12,546.625,553.9749756,538.7000122,544.2249756,446.368042,2450024
23-04-12,546.9749756,551.2000122,523.8250122,532.125,436.4437561,2843868
24-04-12,561,602.5,558.6500244,597.0999756,489.7355042,18113782
25-04-12,594.5,595,583.75,585.5250244,480.2420044,5417898
26-04-12,585,600.9500122,582.25,597.3250122,489.9199829,5476292
27-04-12,595,606,595,602,493.7546692,3711146
30-04-12,602,625,602,623.2999878,511.2245483,4604822
02-05-12,621.0499878,637.2000122,621.0499878,633.625,519.6928101,3981448
03-05-12,631.3499756,642.0499878,629.2750244,639.75,524.7166138,3358922
04-05-12,640,647.625,631.5250244,638.4000244,523.6094971,3571718
07-05-12,630,639.25,624.2000122,636.625,522.1537476,2627762
08-05-12,612.5,617.3499756,597.8250122,600.3499756,492.4011536,9631578
09-05-12,597.5,617.2999878,597.0499878,612.7750244,502.5920715,9271544
10-05-12,612.7750244,620.9000244,612.5,616.2750244,505.462738,2992620
11-05-12,612,618.4500122,610.5999756,615.375,504.724762,2745190
14-05-12,613.6500244,617,610,612.9749756,502.756134,2573752
15-05-12,612,616.5,609.9000244,613.1500244,502.8995667,1875510
16-05-12,610,620.9500122,603.375,611.7000122,501.7102661,4567936
17-05-12,611,617.5,599.5250244,611,501.1362,4137524
18-05-12,602.4000244,612.4500122,601.3250122,605.3250122,496.4815674,2656670
21-05-12,605.5,612.5,602.0250244,604.5999756,495.8867493,2227088
22-05-12,610.5,620,606.5,612.0250244,501.9769897,2360916
23-05-12,616.5,617.7750244,607.0499878,612.5750122,502.4281616,2162806
24-05-12,612.5,614.4749756,603.5499878,610.7249756,500.9107056,1205674
25-05-12,606.0499878,612.5,604.5499878,610.4000244,500.6444092,915046
28-05-12,612,615,607.5250244,612.3499756,502.2433777,790194
29-05-12,614,624,609.2000122,620.1749878,508.661438,1575032
30-05-12,615.625,628.5,615.625,620.2750244,508.7437439,1581514
31-05-12,610.5,627.9500122,610.5,622.6749878,510.7120361,4411602
01-06-12,620,622.5,609.25,612.2999878,502.2023926,1479528
04-06-12,605,608,598.0999756,606.625,497.5479126,1204430
05-06-12,607,615.4500122,607,613.25,502.9817505,2063398
