date,open,high,low,close,volume,dividends,stock splits,returns,log_returns,trend_direction,sma_20,ema_20,rsi,macd,macd_signal,bb_upper,bb_lower,volatility,high_low_range,close_lag_1,close_lag_2,close_lag_3,close_lag_4,close_lag_5
2021-04-06 00:00:00-04:00,123.21043811923847,123.82405264578033,122.38254338092113,122.927978515625,80171300,0.0,0.0,0.00246216568295754,0.0024591395192920733,1,119.08410263061523,118.63458927144225,51.49670959832992,1.4981217345030018,1.2199075323437862,123.13610103622887,115.0321042250016,0.017905162772032728,0.011726453833095176,122.62605285644531,119.80144500732422,118.97356414794922,116.78205108642578,118.23332977294922
2021-04-07 00:00:00-04:00,122.55786509964642,124.59351228641088,121.88580577435263,124.57403564453125,83466700,0.0,0.0,0.013390418916691349,0.013301559620555892,1,119.41574783325196,119.20025083078407,57.05299954465447,1.7866843696381096,1.333262899802651,124.10890059510163,114.72259507140228,0.01591305272623081,0.02173572123636278,122.927978515625,122.62605285644531,119.80144500732422,118.97356414794922,116.78205108642578
2021-04-08 00:00:00-04:00,125.59673249128127,126.99928856495599,125.17792150755567,126.9700698852539,88844600,0.0,0.0,0.019233817290464028,0.019051185515357314,1,119.9212516784668,119.94023359787644,73.98734857106595,2.1835417654325227,1.5033186729286254,125.54165079462938,114.30085256230423,0.016049948338522184,0.014344853547346544,124.57403564453125,122.927978515625,122.62605285644531,119.80144500732422,118.97356414794922
2021-04-09 00:00:00-04:00,126.4246443564377,129.58038090088027,126.10322399320837,129.5414276123047,106686700,0.0,0.0,0.02025168395492405,0.02004934583407386,1,120.45889816284179,120.85463302782199,78.79587188172802,2.6747088114130264,1.7375967006255055,127.50058738387851,113.41720894180507,0.016221192049769205,0.026842045604734518,126.9700698852539,124.57403564453125,122.927978515625,122.62605285644531,119.80144500732422
2021-04-12 00:00:00-04:00,129.0739151583479,129.3953355248616,127.2330638679476,127.82720184326172,91420000,0.0,0.0,-0.013233031321635225,-0.013321368054619896,-1,120.95612411499023,121.51868720072102,68.73510503775945,2.8922979306887555,1.9685369466381557,128.60968784273743,113.30256038724305,0.016487491200652883,0.016915583113250858,129.5414276123047,126.9700698852539,124.57403564453125,122.927978515625,122.62605285644531
2021-04-13 00:00:00-04:00,128.99599269074992,131.15826433043802,128.49924537282473,130.93423461914062,91266500,0.0,0.0,0.024306506995973143,0.024015805067307806,1,121.46455154418945,122.41540600247527,75.52595724672946,3.2776675426622006,2.230363065842965,130.32127522017123,112.60782786820766,0.01647781426442638,0.020308049803382557,127.82720184326172,129.5414276123047,126.9700698852539,124.57403564453125,122.927978515625
2021-04-14 00:00:00-04:00,131.43098018165665,131.48941754486856,128.2362755221187,128.59664916992188,87222800,0.0,0.0,-0.01785312646473458,-0.01801441609331517,-1,121.77915267944336,123.00409582794637,75.68846904303436,3.3557689117331932,2.4554442350210106,131.19111590638195,112.36718945250475,0.017051223479392894,0.025297253417943366,130.93423461914062,127.82720184326172,129.5414276123047,126.9700698852539,124.57403564453125
2021-04-15 00:00:00-04:00,130.34010100083557,131.48940869866695,130.16477406100063,131.00241088867188,89347100,0.0,0.0,0.018707810306714423,0.018534971519522197,1,122.25348892211915,123.76584011944405,77.58822546095857,3.5706296780368803,2.678481323624185,132.52637788061,111.9805999636283,0.017271123206400257,0.010111528701498621,128.59664916992188,130.93423461914062,127.82720184326172,129.5414276123047,126.9700698852539
2021-04-16 00:00:00-04:00,130.8076081751269,131.16798178060714,129.81412853121648,130.67124938964844,84922400,0.0,0.0,-0.002527903851363922,-0.002531104395220667,-1,122.91726837158203,124.4234981451778,75.97269326456063,3.6718595072354816,2.8771569603464444,133.57684579058477,112.25769095257927,0.01492069743391178,0.010360758435496394,131.00241088867188,128.59664916992188,130.93423461914062,127.82720184326172,129.5414276123047
2021-04-19 00:00:00-04:00,130.03812614844625,131.94716375459052,129.87254870669761,131.3335418701172,94264200,0.0,0.0,0.005068387143784436,0.005055586105191413,1,123.64045906066895,125.08159754755297,76.44507829236852,3.762158522773376,3.054157272831831,134.53253369500916,112.74838442632873,0.014736982057226608,0.015796536195944552,130.67124938964844,131.00241088867188,128.59664916992188,130.93423461914062,127.82720184326172
2021-04-20 00:00:00-04:00,131.50891027779352,132.00564275979164,128.38237738217003,129.64857482910156,94812300,0.0,0.0,-0.012829677910323745,-0.012912688995956894,-1,124.11382293701172,125.51654776484332,75.7305739957249,3.655618688110664,3.174449555887598,135.19417363037505,113.03347224364839,0.01431514954368749,0.027946819950760544,131.3335418701172,130.67124938964844,131.00241088867188,128.59664916992188,130.93423461914062
2021-04-21 00:00:00-04:00,128.9180574819885,130.27191076385841,127.88562452974153,130.02841186523438,68847100,0.0,0.0,0.0029297432434833848,0.0029254599097530425,1,124.64757347106934,125.9462491077377,73.8346292589126,3.5607882257945107,3.2517172898689806,135.7906644987166,113.50448244342206,0.01409247204240381,0.018352037065484616,129.64857482910156,131.3335418701172,130.67124938964844,131.00241088867188,128.59664916992188
2021-04-22 00:00:00-04:00,129.58037371612286,130.66150947358742,127.99277092528317,128.5089874267578,84566500,0.0,0.0,-0.011685326435051269,-0.011754136432116057,-1,125.22466735839843,126.19031942383485,68.23013918487607,3.3247044243202595,3.2663147167592363,135.87766807663112,114.57166664016576,0.013443498435572479,0.02076694091006875,130.02841186523438,129.64857482910156,131.3335418701172,130.67124938964844,131.00241088867188
2021-04-23 00:00:00-04:00,128.72325347974677,131.60627194079382,128.72325347974677,130.82708740234375,78657500,0.0,0.0,0.018038426899185556,0.01787766486108657,1,125.89331512451172,126.63191637416902,67.54174733706103,3.286769769658463,3.2704057273390816,136.16463042564118,115.62199982338225,0.01376302720737908,0.02203686192432497,128.5089874267578,130.02841186523438,129.64857482910156,131.3335418701172,130.67124938964844
2021-04-26 00:00:00-04:00,131.32383017529745,131.5478450047434,130.08685158645528,131.21669006347656,66905100,0.0,0.0,0.0029779969031538123,0.002973571454181509,1,126.55124969482422,127.06856148743641,67.66303570267281,3.250672235188631,3.266459028908992,136.38580947888025,116.71668991076818,0.013774454891057048,0.01113420417464703,130.82708740234375,128.5089874267578,130.02841186523438,129.64857482910156,131.3335418701172
2021-04-27 00:00:00-04:00,131.49912083847275,131.88872793710226,130.62253087504087,130.89524841308594,66015800,0.0,0.0,-0.0024497009506574408,-0.0024527063772988933,-1,127.18434562683106,127.4330078613078,64.27630626718772,3.159703924274382,3.24510800798207,136.3733495021661,117.99534175149604,0.01386095546252093,0.009673361542242272,131.21669006347656,130.82708740234375,128.5089874267578,130.02841186523438,129.64857482910156
2021-04-28 00:00:00-04:00,130.81733580986761,131.5088791677975,129.61932548257246,130.1063232421875,107760100,0.0,0.0,-0.006027149040648938,-0.006045385616725443,-1,127.85055923461914,127.68760932615349,57.637582386303464,2.989490232013253,3.193984452788307,135.6982263114226,120.00289215781571,0.013512651351215463,0.014523150283078087,130.89524841308594,131.21669006347656,130.82708740234375,128.5089874267578,130.02841186523438
2021-04-29 00:00:00-04:00,132.92116293750138,133.5055661641117,129.0056969879915,130.0089111328125,151101000,0.0,0.0,-0.0007487115687195844,-0.0007489919932062599,-1,128.4023265838623,127.90868568869244,51.29441101066895,2.814292894798527,3.118046141190351,135.08776118530812,121.7168919824165,0.013205638397513767,0.03461200572261768,130.1063232421875,130.89524841308594,131.21669006347656,130.82708740234375,128.5089874267578
2021-04-30 00:00:00-04:00,128.3531136734093,130.08682431063778,127.66158525646483,128.04144287109375,109839500,0.0,0.0,-0.015133333896696133,-0.015249011334758358,-1,128.81432647705077,127.92132922987352,50.58500596443174,2.4880092747376352,2.992038767899808,134.14668282434977,123.48197012975177,0.013897407887069514,0.01894104752173535,130.0089111328125,130.1063232421875,130.89524841308594,131.21669006347656,130.82708740234375
2021-05-03 00:00:00-04:00,128.6063555356659,130.58358001612103,128.40182480933737,129.09335327148438,75135100,0.0,0.0,0.008215390086236729,0.008181827463828204,1,129.13769149780273,128.0329505671698,44.33780199109022,2.2879336581998615,2.851217745959819,133.60402030543284,124.67136269017263,0.0131280788050498,0.016900600623452812,128.04144287109375,130.0089111328125,130.1063232421875,130.89524841308594,131.21669006347656
